pcb_material,solder_type,coating_type,component_density,via_structure,surface_finish,process_line,chamber_id,laminate_vendor,thickness_mm,copper_layers,copper_weight_oz,thermal_cycles,temp_min_c,temp_max_c,temp_span_c,ramp_rate_c_per_min,dwell_hot_min,dwell_cold_min,humidity_percent,vacuum_kpa,vibration_rms_g,initial_scale_coeff,rework_count,pcb_area_cm2,hole_density_per_dm2,copper_imbalance_percent,void_fraction_percent,ionic_contamination_ug_cm2,board_age_days,cycles_per_day,peak_assembly_temp_c,inspection_delay_hours,tg_c,cte_z_ppm,moisture_absorption_percent,warp_energy_index,via_fatigue_index,solder_creep_index,delamination_risk_index,residual_stress_index,deformation_um,drift_percent,post_scale_coeff,exceeds_threshold,severe_threshold
HighTg_FR4,LowTemp,Silicone,Medium,BlindBuried,ENIG,LineC,Chamber_1,VendorC,2.016,6,1.0,790,-65,105,170,1.389,81,39,8.28,0.052,,1.020949,0,111.8,393.58,3.17,4.163,0.625,443,5.941,255,45.45,172.0,55.0,0.13,1.78,152.36,125.581,4.711,3.165,11.251,3.3324,1.054971,1,0
FR4,SnPb,None,UltraHigh,Through,OSP,LineA,Chamber_1,VendorD,1.772,4,3.0,579,-55,85,140,12.01,74,28,53.89,0.095,14.685,1.006577,1,202.99,418.86,32.71,5.28,0.621,235,7.633,245,38.66,136.0,69.0,0.18,11.662,79.356,61.842,14.203,2.742,10.782,5.2661,1.059584,1,1
Polyimide,SACXPlus,Silicone,Medium,Through,OSP,LineB,Chamber_1,VendorE,2.798,12,1.0,1777,-65,150,215,9.408,77,111,54.99,22.347,2.375,0.963886,1,101.88,518.34,6.93,1.215,0.572,333,2.267,245,41.85,255.0,47.0,0.27,1.832,124.461,183.034,10.81,2.83,,6.1141,1.022819,1,1
Rogers,SACXPlus,Silicone,Medium,Through,ENIG,LineB,Chamber_1,VendorA,1.764,8,1.0,1519,-55,150,205,13.882,48,8,74.48,0.075,12.726,0.99991,1,130.78,199.08,25.03,1.239,1.722,53,6.406,265,35.97,287.0,31.0,0.05,5.978,134.063,155.667,8.719,3.536,18.055,4.5568,1.045474,1,0
FR4,SnAgCu,Acrylic,UltraHigh,Through,OSP,LineB,Chamber_1,VendorC,2.051,4,0.5,1026,-40,85,125,2.466,86,20,,14.539,9.052,0.994941,0,170.77,36.29,24.18,3.719,0.291,255,2.387,245,1.24,136.0,69.0,0.18,5.748,71.226,76.134,7.633,2.16,14.274,2.3064,1.017888,0,0
HighTg_FR4,SnAgCu,Parylene,High,Through,ENIG,LineD,Chamber_3,VendorC,2.367,6,1.0,1180,-20,105,125,13.643,40,49,12.8,1.088,8.393,0.995756,0,123.19,462.38,5.65,7.259,0.125,615,6.694,255,19.61,172.0,55.0,0.13,1.774,74.362,103.414,6.387,3.888,,1.7842,1.013523,0,0
FR4,SnAgCu,,Medium,StackedMicrovia,OSP,LineA,Chamber_2,VendorA,0.987,6,2.0,1606,-40,150,190,17.341,88,51,38.15,1.275,2.922,1.007155,0,212.04,342.25,0.86,4.094,0.33,618,6.384,235,66.43,136.0,69.0,0.18,5.949,336.866,201.661,71.046,4.343,25.476,6.9721,1.077375,1,1
FR4,SnPb,Parylene,Low,Microvia,ENIG,LineA,Chamber_2,VendorD,0.792,4,3.0,497,-55,70,125,15.437,58,111,61.44,12.92,13.458,1.003201,0,137.22,571.74,7.83,2.249,1.114,590,6.004,235,30.73,136.0,69.0,0.18,4.228,142.461,43.877,10.555,2.78,11.441,2.7055,1.030342,0,0
FR4,SnAgCu,Acrylic,High,StackedMicrovia,ImmAg,LineC,Chamber_1,,2.743,8,2.0,2193,-40,85,125,16.18,72,41,56.12,0.569,15.631,0.991404,0,22.02,650.61,18.39,2.367,0.775,517,2.564,245,23.15,136.0,69.0,0.18,1.078,160.136,156.268,14.145,3.232,17.686,4.7036,1.038036,1,0
FR4,LowTemp,Acrylic,High,Through,ImmAg,LineB,Chamber_2,VendorE,2.238,8,0.5,1241,-40,150,190,2.104,60,43,83.92,23.682,3.699,1.017556,0,195.29,435.3,4.3,4.149,0.255,61,8.434,245,2.21,136.0,69.0,0.18,3.526,165.176,269.606,33.591,3.447,24.285,5.7547,1.076113,1,1
Rogers,SnPb,Parylene,Medium,Microvia,OSP,LineA,Chamber_3,VendorC,1.526,4,2.0,314,-40,105,145,9.91,71,32,30.86,0.102,0.529,0.984099,1,127.71,424.7,31.96,2.363,0.603,158,3.102,265,27.04,287.0,31.0,0.05,6.035,95.369,43.311,3.921,2.015,0.0,2.2306,1.00605,0,0
HighTg_FR4,SACXPlus,Silicone,Medium,Through,ImmAg,LineB,Chamber_1,VendorA,0.737,12,2.0,2103,-40,150,190,5.043,87,48,,11.784,10.965,0.983288,0,167.49,452.54,26.61,2.047,1.163,471,7.534,245,16.39,172.0,55.0,0.13,17.372,226.361,216.124,18.298,4.87,28.471,6.9283,1.051413,1,1
Rogers,SnAgCu,Silicone,High,Through,HASL,LineA,Chamber_3,VendorD,1.049,12,1.0,2193,-40,85,125,10.173,38,36,95.75,48.089,17.663,0.986487,0,89.82,73.27,7.62,1.034,0.978,130,1.856,255,37.74,287.0,31.0,0.05,2.954,146.938,154.303,6.402,2.665,13.273,4.7626,1.03347,1,0
Polyimide,SnPb,Silicone,High,Microvia,OSP,LineD,Chamber_1,VendorA,0.72,4,3.0,2080,-65,105,170,12.953,60,85,34.86,0.174,12.219,1.004851,0,173.16,266.86,3.84,10.57,0.137,608,3.453,255,50.01,255.0,47.0,0.27,9.08,404.61,251.149,7.585,3.88,43.065,7.5245,1.080461,1,1
FR4,SnAgCu,Parylene,Medium,Through,,LineB,Chamber_2,,1.533,6,2.0,1549,-55,105,160,13.645,52,97,46.12,3.393,4.549,1.003929,1,178.36,467.08,2.3,,0.933,435,0.587,245,4.89,136.0,69.0,0.18,3.362,131.531,136.024,17.256,2.142,12.407,4.2156,1.04625,1,0
FR4,SACXPlus,None,High,BlindBuried,ENIG,LineA,Chamber_1,VendorD,1.865,10,2.0,670,-20,105,125,17.855,8,90,97.47,,15.709,,1,239.68,378.35,27.87,2.226,1.105,29,1.215,255,51.4,136.0,69.0,0.18,8.642,68.818,47.913,23.21,2.003,,3.3596,1.023025,1,0
Ceramic,SnAgCu,Silicone,High,Microvia,ENIG,LineB,Chamber_2,VendorC,1.037,6,1.0,1186,-65,150,215,17.271,103,98,19.29,0.137,9.685,0.992378,0,98.99,553.58,29.99,2.306,0.454,391,4.013,255,2.12,400.0,8.0,0.01,11.036,272.324,151.12,3.791,2.739,25.393,5.2349,1.044328,1,0
FR4,SnAgCu,None,High,BlindBuried,OSP,LineD,Chamber_1,VendorB,2.044,12,1.0,1199,-55,105,160,5.051,84,75,58.77,3.107,9.176,0.999471,1,66.76,100.51,17.88,3.75,0.542,281,7.073,245,49.38,136.0,69.0,0.18,2.286,123.55,107.885,16.234,3.837,11.688,3.817,1.037621,1,0
Rogers,SnAgCu,Acrylic,High,BlindBuried,OSP,LineD,Chamber_2,VendorC,2.704,4,2.0,1140,-55,150,205,16.549,11,85,40.07,0.34,1.031,0.986698,0,124.97,453.01,19.2,5.044,0.571,643,5.816,255,11.56,287.0,31.0,0.05,4.365,133.102,140.172,7.948,3.559,9.83,3.7958,1.024151,1,0
FR4,SACXPlus,Silicone,High,Through,ImmAg,LineA,Chamber_2,VendorC,2.78,8,1.0,365,-65,85,150,16.005,14,44,10.25,15.366,1.092,1.009104,1,171.58,590.72,14.35,0.981,2.055,176,5.05,245,25.39,136.0,69.0,0.18,3.375,43.507,21.762,11.742,2.113,0.0,1.0171,1.019368,0,0
Polyimide,SnAgCu,Silicone,Medium,Through,ENIG,LineC,Chamber_2,VendorC,2.45,6,3.0,712,-20,150,170,13.243,112,120,75.99,3.75,10.427,1.018315,1,124.94,471.07,27.15,0.502,0.845,714,0.505,245,9.29,255.0,47.0,0.27,4.444,77.081,93.922,14.667,2.377,9.931,3.4768,1.05372,1,0
Ceramic,SnPb,Acrylic,Medium,StackedMicrovia,ImmAg,LineA,Chamber_2,VendorC,1.632,4,1.0,1053,-65,105,170,5.232,103,114,,1.133,14.521,0.99739,1,209.29,72.43,29.7,2.291,0.631,342,7.141,255,40.14,400.0,8.0,0.01,9.441,226.291,133.378,3.078,3.407,25.874,4.2053,1.039333,1,0
FR4,LowTemp,NanoCeramic,High,Through,ImmAg,LineA,Chamber_1,,1.85,8,1.0,1182,-40,70,110,4.038,89,12,88.07,14.128,13.557,1.003681,0,231.83,470.87,10.68,7.67,0.689,135,3.045,245,57.11,136.0,69.0,0.18,4.227,104.911,126.087,8.768,2.625,14.863,2.4705,1.028477,0,0
FR4,LowTemp,Parylene,High,Through,ImmAg,LineD,Chamber_2,VendorD,1.757,2,2.0,734,-20,85,105,8.292,87,46,44.44,,16.934,1.000823,1,235.54,598.33,30.62,7.095,0.122,111,4.864,235,40.57,136.0,69.0,0.18,8.139,80.924,97.569,7.441,2.777,16.385,2.3324,1.024166,0,0
Rogers,SnAgCu,Silicone,Medium,Through,HASL,LineD,Chamber_1,,1.027,4,1.0,1618,-65,85,150,1.472,102,85,19.31,0.248,9.05,1.015931,1,45.95,120.98,8.22,2.736,0.967,159,7.056,255,65.08,287.0,31.0,0.05,1.707,150.362,118.432,3.365,4.401,22.441,3.6411,1.052922,1,0
FR4,SnAgCu,NanoCeramic,Low,StackedMicrovia,,LineA,Chamber_2,VendorD,2.494,4,1.0,2048,-65,85,150,5.683,74,39,28.63,0.061,11.173,1.022813,2,72.06,440.72,7.49,7.884,1.53,25,0.828,255,2.79,136.0,69.0,0.18,0.975,190.644,146.951,9.077,1.797,22.606,3.6558,1.060205,1,0
HighTg_FR4,SnAgCu,Acrylic,High,Microvia,OSP,LineD,Chamber_1,VendorB,2.119,4,2.0,1048,-55,150,205,2.062,6,64,82.62,,11.289,0.995231,2,83.39,350.67,28.94,6.771,1.478,37,2.962,255,26.04,172.0,55.0,0.13,4.795,170.856,129.246,18.161,2.455,21.136,5.1369,1.046355,1,0
HighTg_FR4,SnAgCu,Parylene,High,BlindBuried,ImmAg,LineC,Chamber_2,VendorC,2.04,2,2.0,1407,-65,150,215,9.822,58,102,40.4,40.965,6.844,0.999911,0,224.16,172.65,17.69,7.206,0.35,16,8.134,245,27.65,172.0,55.0,0.13,9.398,174.759,175.569,21.989,3.868,17.518,5.2894,1.052801,1,1
FR4,LowTemp,None,Medium,StackedMicrovia,HASL,LineC,Chamber_1,VendorC,1.163,4,1.0,455,-55,70,125,11.405,44,107,29.58,1.021,0.051,1.009822,2,191.43,320.48,1.78,7.65,0.839,677,1.183,255,23.32,136.0,69.0,0.18,3.185,157.259,50.596,11.187,2.459,21.24,3.223,1.042368,1,0
Ceramic,SnAgCu,Acrylic,Medium,Through,ENIG,LineC,Chamber_3,VendorD,1.022,4,1.0,439,-40,70,110,2.714,25,113,28.9,,,1.003663,1,44.94,307.56,3.47,5.329,0.157,683,3.354,245,30.6,400.0,8.0,0.01,1.098,60.007,26.821,2.865,2.815,16.38,1.6796,1.02052,0,0
Ceramic,SnAgCu,Acrylic,Medium,StackedMicrovia,ENIG,LineB,Chamber_2,VendorD,2.533,4,1.0,197,-55,85,140,15.832,104,80,59.65,0.825,1.208,0.988583,3,115.32,408.62,9.8,3.099,1.047,592,7.681,255,41.37,400.0,8.0,0.01,1.739,57.449,20.611,6.663,2.689,0.0,3.1196,1.019423,1,0
HighTg_FR4,SnAgCu,None,UltraHigh,Through,ENIG,LineD,Chamber_1,VendorE,1.077,4,1.0,2184,-40,125,165,2.465,81,116,29.63,0.92,17.267,0.977815,1,224.29,528.81,6.06,,0.275,49,1.375,245,14.37,172.0,55.0,0.13,9.535,189.568,227.75,8.162,2.333,35.434,5.7907,1.034437,1,1
Rogers,SnPb,Silicone,High,BlindBuried,ImmAg,LineA,Chamber_2,VendorB,0.855,10,2.0,691,-20,105,125,7.615,109,80,92.05,1.577,15.189,0.992357,2,63.79,85.86,33.88,4.341,1.217,75,5.939,255,14.84,287.0,31.0,0.05,6.006,134.4,91.414,7.033,2.35,20.006,3.9523,1.031577,1,0
FR4,SnAgCu,None,Medium,Through,HASL,LineB,Chamber_1,VendorD,2.014,4,2.0,1540,-55,105,160,9.417,18,67,10.54,1.529,1.868,1.003459,0,140.88,156.85,24.39,1.185,0.858,157,5.981,265,10.64,136.0,69.0,0.18,4.773,112.497,132.988,13.013,3.394,13.133,3.0024,1.033587,1,0
FR4,LowTemp,Silicone,Medium,StackedMicrovia,ENIG,LineB,Chamber_1,VendorE,2.179,8,1.0,1388,-55,105,160,10.812,118,29,20.34,0.482,2.197,0.994796,1,171.01,456.61,14.91,8.502,0.119,513,2.37,255,21.76,136.0,69.0,0.18,3.729,256.96,218.745,14.343,2.704,21.567,4.2677,1.037251,1,0
HighTg_FR4,SnAgCu,None,High,StackedMicrovia,OSP,LineC,Chamber_1,VendorA,0.951,2,0.5,331,-65,150,215,6.289,75,105,45.46,0.487,13.268,0.986868,2,32.39,103.65,27.43,2.962,1.153,451,1.575,255,46.62,172.0,55.0,0.13,3.755,175.448,45.474,23.08,2.407,17.312,5.3972,1.040132,1,1
Rogers,SACXPlus,None,Medium,BlindBuried,ENIG,LineA,Chamber_2,VendorA,1.134,2,1.0,399,-65,85,150,13.065,71,35,25.16,21.826,9.786,0.992561,0,113.87,466.95,10.0,2.113,0.079,314,6.557,245,37.3,287.0,31.0,0.05,3.664,78.376,26.17,4.318,2.452,12.82,2.945,1.021792,0,0
FR4,LowTemp,NanoCeramic,UltraHigh,Through,HASL,LineB,Chamber_3,VendorA,2.356,6,1.0,1767,-55,70,125,6.671,27,27,77.63,7.721,11.68,1.021494,2,221.82,466.75,0.99,4.734,0.314,460,2.254,235,21.04,136.0,69.0,0.18,2.613,127.14,178.851,10.766,2.853,14.501,3.8383,1.060702,1,0
FR4,SnAgCu,Silicone,Low,Through,ENIG,LineC,Chamber_3,VendorC,2.652,4,1.0,1759,-40,105,145,5.146,77,93,90.32,8.743,5.219,0.985983,0,20.62,248.91,12.41,5.546,0.18,673,6.698,235,69.13,136.0,69.0,0.18,0.554,95.87,155.162,16.445,4.936,10.204,3.9143,1.024578,1,0
HighTg_FR4,SnAgCu,NanoCeramic,Low,BlindBuried,ENIG,LineB,Chamber_1,VendorB,1.701,6,2.0,1244,-55,150,205,8.595,74,108,61.22,0.213,15.906,0.995748,0,158.61,692.3,12.17,9.284,2.218,69,7.749,245,45.8,172.0,55.0,0.13,4.119,176.135,156.543,22.419,3.646,20.18,5.3766,1.049285,1,1
Ceramic,SnAgCu,,Medium,Through,ImmAg,LineA,Chamber_1,VendorA,2.363,8,3.0,784,-55,105,160,2.751,86,118,84.57,94.002,9.773,0.993332,0,212.05,342.24,4.76,6.061,0.838,191,0.781,245,19.78,400.0,8.0,0.01,3.456,77.415,72.144,4.366,1.808,8.033,2.2849,1.016029,0,0
FR4,SnAgCu,None,Medium,Through,OSP,LineA,Chamber_3,VendorC,1.371,4,1.0,904,-65,125,190,17.418,23,93,79.65,0.097,10.178,1.023,1,113.45,674.06,21.44,4.993,,393,2.666,245,3.79,136.0,69.0,0.18,5.608,126.916,93.837,61.017,2.307,25.015,5.1477,1.075661,1,0
HighTg_FR4,SnAgCu,Silicone,High,Microvia,ImmAg,LineC,Chamber_1,VendorD,2.177,4,2.0,1749,-40,125,165,10.262,79,116,20.59,8.954,17.83,0.981856,1,75.49,141.54,13.14,4.542,0.471,269,6.297,245,17.32,172.0,55.0,0.13,2.484,173.926,183.264,10.24,3.948,22.722,4.5718,1.026744,1,0
Ceramic,SACXPlus,Silicone,High,BlindBuried,HASL,LineB,Chamber_2,VendorE,1.87,10,1.0,464,-55,85,140,3.278,16,51,13.19,14.224,13.888,0.990103,0,179.32,656.05,10.15,3.972,2.596,330,4.984,265,35.39,400.0,8.0,0.01,4.037,66.122,27.265,3.104,2.495,2.991,1.7584,1.007513,0,0
HighTg_FR4,SnPb,None,Low,StackedMicrovia,OSP,LineB,Chamber_3,VendorD,2.471,4,1.0,230,-40,105,145,14.492,14,18,63.87,0.381,12.399,1.000303,1,99.46,411.95,20.55,3.263,0.581,24,4.581,245,15.24,172.0,55.0,0.13,1.756,76.587,28.774,12.423,1.929,14.14,2.8124,1.028436,0,0
FR4,SnAgCu,Parylene,Medium,BlindBuried,ENIG,LineB,Chamber_1,VendorE,2.329,8,1.0,640,-40,125,165,13.191,60,34,96.39,0.09,15.6,1.001556,0,92.24,693.05,24.57,1.213,2.517,161,4.193,255,23.63,136.0,69.0,0.18,2.74,90.774,68.748,42.557,2.282,7.605,3.1431,1.033036,1,0
FR4,SnPb,Silicone,High,Through,OSP,LineD,Chamber_1,VendorC,1.297,6,1.0,449,-55,70,125,8.205,19,24,82.54,,17.837,1.013,1,75.82,426.54,33.68,1.631,0.633,142,8.152,265,71.16,136.0,69.0,0.18,4.489,73.994,37.42,10.915,3.005,0.122,2.64,1.039743,0,0
HighTg_FR4,SnAgCu,Parylene,High,BlindBuried,ENIG,LineC,Chamber_3,VendorD,1.014,4,1.0,401,-40,105,145,17.72,87,93,62.7,3.681,14.626,1.01176,1,231.3,653.28,30.09,4.046,1.401,580,6.694,245,67.4,172.0,55.0,0.13,17.613,93.68,39.686,11.771,3.231,22.44,4.325,1.055519,1,0
HighTg_FR4,SACXPlus,Silicone,Medium,Through,HASL,LineA,Chamber_2,VendorB,2.396,4,3.0,1042,-65,85,150,9.411,61,54,16.21,77.008,14.515,0.991093,0,183.47,257.65,0.53,0.367,1.546,536,4.88,245,36.94,172.0,55.0,0.13,2.489,70.581,62.423,6.659,3.134,14.199,2.0636,1.011546,0,0
Rogers,SnAgCu,Silicone,Medium,Microvia,HASL,LineD,Chamber_3,VendorE,0.769,4,1.0,1776,-40,125,165,4.459,33,55,77.73,12.621,3.444,1.003303,0,48.77,450.35,5.16,3.928,0.36,695,3.049,255,60.41,287.0,31.0,0.05,2.146,295.176,183.059,6.867,3.83,32.919,6.5318,1.068837,1,1
Polyimide,LowTemp,Acrylic,Medium,Microvia,ImmAg,LineC,Chamber_2,VendorE,2.126,6,0.5,1534,-55,85,140,14.41,37,111,68.83,58.598,15.72,0.997465,1,84.03,41.8,18.54,3.391,0.842,661,0.592,255,20.54,255.0,47.0,0.27,1.865,200.336,188.885,13.439,2.505,27.834,6.0584,1.057896,1,1
Polyimide,LowTemp,NanoCeramic,Medium,Through,ImmAg,LineC,Chamber_1,VendorD,1.699,12,1.0,629,-40,85,125,16.774,63,118,91.92,6.206,15.862,0.994049,1,217.05,416.51,15.75,2.389,1.329,212,5.89,255,53.83,255.0,47.0,0.27,4.781,92.582,82.567,10.957,2.872,9.182,2.78,1.021683,0,0
Rogers,SnAgCu,Acrylic,High,Through,HASL,LineB,Chamber_3,VendorC,0.858,4,3.0,956,-40,105,145,5.313,74,22,71.27,2.203,10.747,1.011736,1,202.18,274.99,29.68,1.805,0.094,450,1.659,255,64.53,287.0,31.0,0.05,18.709,123.557,86.499,6.651,2.784,8.393,3.671,1.048877,1,0
HighTg_FR4,SnAgCu,None,Medium,StackedMicrovia,OSP,LineA,Chamber_2,VendorB,2.146,12,0.5,1055,-40,105,145,0.916,97,104,15.52,65.7,11.711,1.002596,0,96.18,580.33,27.7,4.906,1.115,149,1.672,235,60.07,172.0,55.0,0.13,2.755,147.248,95.999,5.317,2.36,9.819,2.5216,1.027877,0,0
HighTg_FR4,SnAgCu,None,Medium,BlindBuried,OSP,LineC,Chamber_3,VendorB,1.714,4,3.0,881,-40,70,110,11.28,71,79,62.05,25.235,11.228,,1,175.43,357.83,17.98,3.338,,542,1.247,245,45.75,172.0,55.0,0.13,4.425,79.967,54.726,11.691,2.713,10.639,2.2102,1.041192,0,0
Rogers,SACXPlus,Silicone,High,BlindBuried,ENIG,LineB,Chamber_2,VendorA,2.506,4,3.0,2131,-65,85,150,13.404,69,96,43.15,0.065,9.809,1.005255,0,40.38,375.72,32.27,1.818,0.941,262,7.536,255,59.7,287.0,31.0,0.05,2.377,120.055,125.007,5.012,5.089,13.601,4.3799,1.049284,1,0
FR4,SnPb,NanoCeramic,Medium,Microvia,ENIG,LineB,Chamber_2,VendorA,1.138,6,1.0,2092,-40,125,165,5.287,75,115,44.77,4.204,,,0,51.07,688.59,12.22,1.471,0.327,374,5.079,245,1.0,136.0,69.0,0.18,2.143,317.176,300.964,26.348,3.746,37.377,6.3786,1.075137,1,1
Polyimide,LowTemp,NanoCeramic,Low,BlindBuried,ImmAg,LineA,Chamber_1,VendorB,0.705,12,1.0,2189,-65,150,215,17.375,74,44,64.23,0.156,11.839,0.966974,1,217.99,625.55,22.17,2.167,0.078,635,6.904,245,28.06,255.0,47.0,0.27,17.16,534.472,472.886,13.332,4.931,67.669,9.6504,1.060291,1,1
Ceramic,LowTemp,Parylene,Medium,Through,OSP,LineA,Chamber_1,VendorA,0.974,6,0.5,945,-55,105,160,3.683,46,98,88.77,67.344,6.829,1.00063,1,138.63,653.43,23.66,2.005,0.449,419,0.522,255,55.46,400.0,8.0,0.01,8.296,183.982,145.658,4.024,2.284,18.964,4.2651,1.043308,1,0
FR4,SACXPlus,NanoCeramic,UltraHigh,Microvia,OSP,LineB,Chamber_3,VendorE,1.266,8,0.5,1749,-55,70,125,14.58,31,87,75.9,8.513,9.657,1.004751,2,48.24,135.38,17.29,11.574,0.455,551,4.251,255,29.58,136.0,69.0,0.18,2.24,151.72,84.263,12.75,3.64,12.808,3.9821,1.044761,1,0
HighTg_FR4,SnPb,Parylene,High,StackedMicrovia,OSP,LineA,Chamber_3,VendorC,2.07,6,1.0,1629,-40,125,165,15.873,66,81,8.05,1.545,16.22,1.005859,0,126.9,618.54,7.33,4.05,0.985,103,5.459,245,13.86,172.0,55.0,0.13,2.775,246.408,234.962,11.424,3.284,38.013,4.8692,1.054837,1,0
FR4,SnPb,Acrylic,Medium,Through,OSP,LineC,Chamber_2,VendorD,1.462,10,2.0,1766,-40,105,145,3.739,20,92,19.52,73.711,1.965,1.018128,1,121.0,310.9,5.27,4.481,0.375,541,7.82,245,55.85,136.0,69.0,0.18,2.773,155.602,211.178,10.049,5.043,10.79,2.5907,1.044505,0,0
FR4,LowTemp,Silicone,High,Through,HASL,LineC,Chamber_3,VendorC,0.948,8,3.0,389,-20,85,105,9.423,33,94,39.41,0.645,17.198,,0,239.3,599.54,5.49,2.286,1.049,325,5.253,265,44.15,136.0,69.0,0.18,6.798,82.348,50.13,8.963,2.659,12.135,2.2618,1.029784,0,0
HighTg_FR4,SnAgCu,None,Medium,Microvia,ImmAg,LineB,Chamber_1,VendorB,2.761,8,1.0,2081,-40,85,125,1.282,23,53,68.99,1.463,10.227,0.985044,0,21.25,365.87,13.19,,0.088,650,1.465,255,37.97,172.0,55.0,0.13,0.592,130.967,145.668,11.089,2.939,14.605,3.8789,1.023252,1,0
FR4,SACXPlus,None,Medium,BlindBuried,ENIG,LineA,Chamber_3,VendorB,0.927,6,1.0,2068,-40,85,125,11.84,62,112,64.35,1.038,17.097,1.006064,0,182.2,473.38,22.82,1.605,1.128,213,6.155,255,24.73,136.0,69.0,0.18,8.905,162.052,121.075,14.453,4.173,20.558,4.7619,1.053971,1,0
Ceramic,SnAgCu,Acrylic,Medium,BlindBuried,ImmAg,LineA,Chamber_2,VendorE,1.446,6,1.0,1761,-20,70,90,10.199,117,16,52.34,,3.612,1.009651,1,185.91,190.56,10.54,1.579,0.423,168,3.287,255,7.47,400.0,8.0,0.01,2.958,99.487,107.663,3.653,2.66,,2.2193,1.032058,0,0
Rogers,SnAgCu,None,Medium,BlindBuried,ImmAg,LineB,Chamber_2,VendorA,2.541,12,1.0,1277,-65,105,170,14.186,106,27,45.57,0.156,0.977,0.992288,1,190.06,152.33,29.26,5.07,0.783,453,2.364,245,62.25,287.0,31.0,0.05,5.596,121.896,115.84,7.613,2.94,1.988,3.1768,1.023811,1,0
Ceramic,SACXPlus,NanoCeramic,Medium,Microvia,OSP,LineC,Chamber_2,VendorD,2.07,6,1.0,1014,-40,85,125,9.422,15,90,78.64,4.466,11.178,0.994673,2,190.63,399.03,20.26,2.636,0.246,621,7.276,255,14.84,400.0,8.0,0.01,4.064,92.687,59.148,5.118,3.631,11.906,2.9816,1.02433,0,0
FR4,SnAgCu,NanoCeramic,UltraHigh,BlindBuried,ENIG,LineC,Chamber_2,,1.372,4,3.0,576,-55,105,160,6.887,100,59,14.8,0.085,9.484,1.009064,1,175.54,117.44,15.44,2.829,0.928,82,4.931,235,45.86,136.0,69.0,0.18,9.364,102.564,55.419,11.685,2.536,9.417,3.0071,1.039407,1,0
FR4,SnAgCu,Acrylic,Medium,Through,HASL,LineD,Chamber_3,VendorB,2.738,10,1.0,170,-55,105,160,3.151,23,39,60.74,59.225,13.228,0.999669,1,112.09,444.83,10.93,0.964,0.684,660,4.39,255,21.5,136.0,69.0,0.18,1.852,37.559,16.207,15.167,2.667,0.0,1.2439,1.012104,0,0
FR4,SnAgCu,Parylene,High,Through,ENIG,LineD,Chamber_1,VendorA,1.752,8,0.5,2117,-20,105,125,1.678,110,64,80.38,0.603,10.826,1.01277,0,28.97,42.25,3.86,5.052,0.874,413,7.212,245,16.94,136.0,69.0,0.18,0.581,111.237,187.743,10.309,4.889,,3.7485,1.050734,1,0
FR4,SnPb,Acrylic,High,BlindBuried,ENIG,LineA,Chamber_3,VendorC,0.717,6,2.0,490,-55,105,160,9.896,29,21,31.06,0.573,9.257,1.001879,0,232.8,155.97,18.7,1.675,1.955,501,8.021,265,32.45,136.0,69.0,0.18,20.476,156.505,60.353,16.005,2.911,13.071,2.8387,1.03032,0,0
Rogers,SACXPlus,None,Medium,StackedMicrovia,HASL,LineC,Chamber_1,VendorA,0.713,8,0.5,778,-20,105,125,16.605,20,6,24.61,0.145,16.246,0.973469,0,71.77,207.13,12.86,3.01,0.428,614,5.575,255,52.86,287.0,31.0,0.05,3.303,159.706,55.848,5.072,3.296,12.924,2.9492,1.002178,0,0
HighTg_FR4,SnAgCu,Acrylic,Low,BlindBuried,HASL,LineB,Chamber_1,VendorE,2.676,4,3.0,1000,-20,85,105,13.975,96,10,67.96,0.72,,1.000365,0,85.76,134.73,32.74,7.658,0.24,293,7.245,245,16.99,172.0,55.0,0.13,2.164,64.407,74.909,9.27,3.173,15.895,3.3312,1.033689,1,0
FR4,SnAgCu,None,Medium,Through,ImmAg,LineB,Chamber_2,VendorA,1.29,6,3.0,1501,-20,70,90,7.562,101,108,22.16,9.56,4.888,0.9949,3,51.91,100.45,25.24,5.618,0.761,636,3.82,255,7.13,136.0,69.0,0.18,2.399,79.138,92.511,8.65,3.159,7.95,3.3094,1.027825,1,0
Rogers,SnPb,Acrylic,Low,StackedMicrovia,ENIG,LineB,Chamber_2,VendorB,2.405,4,0.5,613,-40,105,145,17.72,51,43,50.92,72.299,14.472,1.00707,4,91.65,539.32,4.6,2.527,0.378,653,7.718,245,35.18,287.0,31.0,0.05,0.854,124.965,78.337,8.404,3.252,15.72,4.1723,1.049088,1,0
HighTg_FR4,SACXPlus,None,Medium,BlindBuried,ENIG,LineB,Chamber_3,VendorA,0.791,10,1.0,505,-40,105,145,3.965,68,110,90.9,0.216,6.329,1.004764,2,90.78,304.68,18.91,10.035,0.569,529,6.227,255,39.69,172.0,55.0,0.13,5.494,102.825,39.384,15.565,2.916,6.325,2.6001,1.030889,0,0
FR4,SnAgCu,None,UltraHigh,BlindBuried,ENIG,LineC,Chamber_1,VendorE,1.009,8,2.0,751,-40,85,125,17.959,96,64,11.58,0.193,10.135,0.988377,0,97.85,193.24,29.71,1.986,0.597,26,7.776,235,47.45,136.0,69.0,0.18,8.183,108.46,57.638,9.994,2.986,3.959,2.9981,1.01801,0,0
